"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000005225","ENSMUSG00000005225","Plekha8","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 [Source:MGI Symbol;Acc:MGI:2681164]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032096","ENSMUSG00000032096","Arcn1","archain 1 [Source:MGI Symbol;Acc:MGI:2387591]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068732","ENSMUSG00000068732","Tmem167b","transmembrane protein 167B [Source:MGI Symbol;Acc:MGI:1914745]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039145","ENSMUSG00000039145","Camk1d","calcium/calmodulin-dependent protein kinase ID [Source:MGI Symbol;Acc:MGI:2442190]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030465","ENSMUSG00000030465","Psd3","pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020527","ENSMUSG00000020527","Myo19","myosin XIX [Source:MGI Symbol;Acc:MGI:1913446]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018796","ENSMUSG00000018796","Acsl1","acyl-CoA synthetase long-chain family member 1 [Source:MGI Symbol;Acc:MGI:102797]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027447","ENSMUSG00000027447","Cst3","cystatin C [Source:MGI Symbol;Acc:MGI:102519]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024425","ENSMUSG00000024425","Ndfip1","Nedd4 family interacting protein 1 [Source:MGI Symbol;Acc:MGI:1929601]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031851","ENSMUSG00000031851","Ntpcr","nucleoside-triphosphatase, cancer-related [Source:MGI Symbol;Acc:MGI:1913816]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040028","ENSMUSG00000040028","Elavl1","ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) [Source:MGI Symbol;Acc:MGI:1100851]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074211","ENSMUSG00000074211","Sdhaf1","succinate dehydrogenase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1915582]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030337","ENSMUSG00000030337","Vamp1","vesicle-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:1313276]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048897","ENSMUSG00000048897","Zfp710","zinc finger protein 710 [Source:MGI Symbol;Acc:MGI:1921747]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054894","ENSMUSG00000054894","Dmac2l","distal membrane arm assembly component 2 like [Source:MGI Symbol;Acc:MGI:1915305]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048546","ENSMUSG00000048546","Tob2","transducer of ERBB2, 2 [Source:MGI Symbol;Acc:MGI:1888525]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026833","ENSMUSG00000026833","Olfm1","olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000008859","ENSMUSG00000008859","Rala","v-ral simian leukemia viral oncogene A (ras related) [Source:MGI Symbol;Acc:MGI:1927243]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063450","ENSMUSG00000063450","Syne2","spectrin repeat containing, nuclear envelope 2 [Source:MGI Symbol;Acc:MGI:2449316]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028248","ENSMUSG00000028248","Pnisr","PNN interacting serine/arginine-rich [Source:MGI Symbol;Acc:MGI:1913875]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000059920","ENSMUSG00000059920","4930453N24Rik","RIKEN cDNA 4930453N24 gene [Source:MGI Symbol;Acc:MGI:1914859]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000010097","ENSMUSG00000010097","Nxf1","nuclear RNA export factor 1 [Source:MGI Symbol;Acc:MGI:1858330]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000060036","ENSMUSG00000060036","Rpl3","ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:1351605]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028145","ENSMUSG00000028145","Them4","thioesterase superfamily member 4 [Source:MGI Symbol;Acc:MGI:1923028]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042700","ENSMUSG00000042700","Sipa1l1","signal-induced proliferation-associated 1 like 1 [Source:MGI Symbol;Acc:MGI:2443679]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027546","ENSMUSG00000027546","Atp9a","ATPase, class II, type 9A [Source:MGI Symbol;Acc:MGI:1330826]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038685","ENSMUSG00000038685","Rtel1","regulator of telomere elongation helicase 1 [Source:MGI Symbol;Acc:MGI:2139369]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039706","ENSMUSG00000039706","Ldb2","LIM domain binding 2 [Source:MGI Symbol;Acc:MGI:894670]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001700","ENSMUSG00000001700","Gramd2b","GRAM domain containing 2B [Source:MGI Symbol;Acc:MGI:1914815]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022957","ENSMUSG00000022957","Itsn1","intersectin 1 (SH3 domain protein 1A) [Source:MGI Symbol;Acc:MGI:1338069]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027774","ENSMUSG00000027774","Gfm1","G elongation factor, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:107339]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030850","ENSMUSG00000030850","Ate1","arginyltransferase 1 [Source:MGI Symbol;Acc:MGI:1333870]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034595","ENSMUSG00000034595","Ppp1r18","protein phosphatase 1, regulatory subunit 18 [Source:MGI Symbol;Acc:MGI:1923698]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021911","ENSMUSG00000021911","Parg","poly (ADP-ribose) glycohydrolase [Source:MGI Symbol;Acc:MGI:1347094]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063019","ENSMUSG00000063019","Manbal","mannosidase, beta A, lysosomal-like [Source:MGI Symbol;Acc:MGI:1916411]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040734","ENSMUSG00000040734","Ppp1r13l","protein phosphatase 1, regulatory subunit 13 like [Source:MGI Symbol;Acc:MGI:3525053]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039087","ENSMUSG00000039087","Rreb1","ras responsive element binding protein 1 [Source:MGI Symbol;Acc:MGI:2443664]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032479","ENSMUSG00000032479","Map4","microtubule-associated protein 4 [Source:MGI Symbol;Acc:MGI:97178]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040859","ENSMUSG00000040859","Bsdc1","BSD domain containing 1 [Source:MGI Symbol;Acc:MGI:1913466]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029098","ENSMUSG00000029098","Acox3","acyl-Coenzyme A oxidase 3, pristanoyl [Source:MGI Symbol;Acc:MGI:1933156]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000060935","ENSMUSG00000060935","Tmem263","transmembrane protein 263 [Source:MGI Symbol;Acc:MGI:2143652]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027615","ENSMUSG00000027615","Hps3","HPS3, biogenesis of lysosomal organelles complex 2 subunit 1 [Source:MGI Symbol;Acc:MGI:2153839]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000066571","ENSMUSG00000066571","Garre1","granule associated Rac and RHOG effector 1 [Source:MGI Symbol;Acc:MGI:1924311]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020198","ENSMUSG00000020198","Ap3d1","adaptor-related protein complex 3, delta 1 subunit [Source:MGI Symbol;Acc:MGI:107734]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030244","ENSMUSG00000030244","Gys2","glycogen synthase 2 [Source:MGI Symbol;Acc:MGI:2385254]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006169","ENSMUSG00000006169","Clint1","clathrin interactor 1 [Source:MGI Symbol;Acc:MGI:2144243]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030629","ENSMUSG00000030629","Zfand6","zinc finger, AN1-type domain 6 [Source:MGI Symbol;Acc:MGI:1929510]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032267","ENSMUSG00000032267","Usp28","ubiquitin specific peptidase 28 [Source:MGI Symbol;Acc:MGI:2442293]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034354","ENSMUSG00000034354","Mtmr3","myotubularin related protein 3 [Source:MGI Symbol;Acc:MGI:1921552]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042284","ENSMUSG00000042284","Itga1","integrin alpha 1 [Source:MGI Symbol;Acc:MGI:96599]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021140","ENSMUSG00000021140","Pcnx","pecanex homolog [Source:MGI Symbol;Acc:MGI:1891924]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024892","ENSMUSG00000024892","Pcx","pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000005107","ENSMUSG00000005107","Slc2a9","solute carrier family 2 (facilitated glucose transporter), member 9 [Source:MGI Symbol;Acc:MGI:2152844]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028672","ENSMUSG00000028672","Hmgcl","3-hydroxy-3-methylglutaryl-Coenzyme A lyase [Source:MGI Symbol;Acc:MGI:96158]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024695","ENSMUSG00000024695","Zfp91","zinc finger protein 91 [Source:MGI Symbol;Acc:MGI:104854]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040354","ENSMUSG00000040354","Mars1","methionine-tRNA synthetase 1 [Source:MGI Symbol;Acc:MGI:1345633]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015575","ENSMUSG00000015575","Atp6v0e","ATPase, H+ transporting, lysosomal V0 subunit E [Source:MGI Symbol;Acc:MGI:1328318]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046916","ENSMUSG00000046916","Myct1","myc target 1 [Source:MGI Symbol;Acc:MGI:1915882]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057054","ENSMUSG00000057054","Inca1","inhibitor of CDK, cyclin A1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2144284]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026087","ENSMUSG00000026087","Mrpl30","mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028207","ENSMUSG00000028207","Asph","aspartate-beta-hydroxylase [Source:MGI Symbol;Acc:MGI:1914186]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047731","ENSMUSG00000047731","Wbp1l","WW domain binding protein 1 like [Source:MGI Symbol;Acc:MGI:107577]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032114","ENSMUSG00000032114","Slc37a4","solute carrier family 37 (glucose-6-phosphate transporter), member 4 [Source:MGI Symbol;Acc:MGI:1316650]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042323","ENSMUSG00000042323","Pbrm1","polybromo 1 [Source:MGI Symbol;Acc:MGI:1923998]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062270","ENSMUSG00000062270","Morf4l1","mortality factor 4 like 1 [Source:MGI Symbol;Acc:MGI:1096551]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031681","ENSMUSG00000031681","Smad1","SMAD family member 1 [Source:MGI Symbol;Acc:MGI:109452]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036452","ENSMUSG00000036452","Arhgap26","Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052155","ENSMUSG00000052155","Acvr2a","activin receptor IIA [Source:MGI Symbol;Acc:MGI:102806]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021738","ENSMUSG00000021738","Atxn7","ataxin 7 [Source:MGI Symbol;Acc:MGI:2179277]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026305","ENSMUSG00000026305","Lrrfip1","leucine rich repeat (in FLII) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1342770]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031765","ENSMUSG00000031765","Mt1","metallothionein 1 [Source:MGI Symbol;Acc:MGI:97171]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041444","ENSMUSG00000041444","Arhgap32","Rho GTPase activating protein 32 [Source:MGI Symbol;Acc:MGI:2450166]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018381","ENSMUSG00000018381","Abi3","ABI family member 3 [Source:MGI Symbol;Acc:MGI:1913860]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028974","ENSMUSG00000028974","Dffa","DNA fragmentation factor, alpha subunit [Source:MGI Symbol;Acc:MGI:1196227]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028671","ENSMUSG00000028671","Gale","galactose-4-epimerase, UDP [Source:MGI Symbol;Acc:MGI:1921496]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038622","ENSMUSG00000038622","Med30","mediator complex subunit 30 [Source:MGI Symbol;Acc:MGI:1917040]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026187","ENSMUSG00000026187","Xrcc5","X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:MGI Symbol;Acc:MGI:104517]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000066568","ENSMUSG00000066568","Lsm14a","LSM14A mRNA processing body assembly factor [Source:MGI Symbol;Acc:MGI:1914320]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000072568","ENSMUSG00000072568","Lratd2","LRAT domain containing 1 [Source:MGI Symbol;Acc:MGI:3026924]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020823","ENSMUSG00000020823","Sec14l1","SEC14-like lipid binding 1 [Source:MGI Symbol;Acc:MGI:1921386]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041594","ENSMUSG00000041594","Tmtc4","transmembrane and tetratricopeptide repeat containing 4 [Source:MGI Symbol;Acc:MGI:1921050]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026922","ENSMUSG00000026922","Agpat2","1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) [Source:MGI Symbol;Acc:MGI:1914762]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018411","ENSMUSG00000018411","Mapt","microtubule-associated protein tau [Source:MGI Symbol;Acc:MGI:97180]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022206","ENSMUSG00000022206","Npr3","natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037151","ENSMUSG00000037151","Lrrc20","leucine rich repeat containing 20 [Source:MGI Symbol;Acc:MGI:2387182]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049482","ENSMUSG00000049482","Ctu2","cytosolic thiouridylase subunit 2 [Source:MGI Symbol;Acc:MGI:1914215]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058022","ENSMUSG00000058022","Adtrp","androgen dependent TFPI regulating protein [Source:MGI Symbol;Acc:MGI:1924596]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034709","ENSMUSG00000034709","Ppp1r21","protein phosphatase 1, regulatory subunit 21 [Source:MGI Symbol;Acc:MGI:1921075]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037936","ENSMUSG00000037936","Scarb1","scavenger receptor class B, member 1 [Source:MGI Symbol;Acc:MGI:893578]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021096","ENSMUSG00000021096","Ppm1a","protein phosphatase 1A, magnesium dependent, alpha isoform [Source:MGI Symbol;Acc:MGI:99878]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000017978","ENSMUSG00000017978","Cadps2","Ca2+-dependent activator protein for secretion 2 [Source:MGI Symbol;Acc:MGI:2443963]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028759","ENSMUSG00000028759","Hp1bp3","heterochromatin protein 1, binding protein 3 [Source:MGI Symbol;Acc:MGI:109369]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029213","ENSMUSG00000029213","Commd8","COMM domain containing 8 [Source:MGI Symbol;Acc:MGI:1343485]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042354","ENSMUSG00000042354","Gnl3","guanine nucleotide binding protein-like 3 (nucleolar) [Source:MGI Symbol;Acc:MGI:1353651]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055254","ENSMUSG00000055254","Ntrk2","neurotrophic tyrosine kinase, receptor, type 2 [Source:MGI Symbol;Acc:MGI:97384]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000339","ENSMUSG00000000339","Rtca","RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038618","ENSMUSG00000038618","Rassf7","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:MGI Symbol;Acc:MGI:1914235]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039158","ENSMUSG00000039158","Akna","AT-hook transcription factor [Source:MGI Symbol;Acc:MGI:2140340]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032578","ENSMUSG00000032578","Cish","cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019820","ENSMUSG00000019820","Utrn","utrophin [Source:MGI Symbol;Acc:MGI:104631]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039652","ENSMUSG00000039652","Cpeb3","cytoplasmic polyadenylation element binding protein 3 [Source:MGI Symbol;Acc:MGI:2443075]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039901","ENSMUSG00000039901","Armh3","armadillo-like helical domain containing 3 [Source:MGI Symbol;Acc:MGI:1918867]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002797","ENSMUSG00000002797","Ggct","gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042719","ENSMUSG00000042719","Naa25","N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:MGI Symbol;Acc:MGI:2442563]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027890","ENSMUSG00000027890","Gstm4","glutathione S-transferase, mu 4 [Source:MGI Symbol;Acc:MGI:95862]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037300","ENSMUSG00000037300","Ttc13","tetratricopeptide repeat domain 13 [Source:MGI Symbol;Acc:MGI:2384573]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050627","ENSMUSG00000050627","Gpd1l","glycerol-3-phosphate dehydrogenase 1-like [Source:MGI Symbol;Acc:MGI:1289257]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034042","ENSMUSG00000034042","Gpbp1l1","GC-rich promoter binding protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1924360]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050947","ENSMUSG00000050947","Amigo1","adhesion molecule with Ig like domain 1 [Source:MGI Symbol;Acc:MGI:2653612]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031538","ENSMUSG00000031538","Plat","plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025348","ENSMUSG00000025348","Itga7","integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074182","ENSMUSG00000074182","Znhit6","zinc finger, HIT type 6 [Source:MGI Symbol;Acc:MGI:1916996]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025188","ENSMUSG00000025188","Hps1","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 [Source:MGI Symbol;Acc:MGI:2177763]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044345","ENSMUSG00000044345","Marveld1","MARVEL (membrane-associating) domain containing 1 [Source:MGI Symbol;Acc:MGI:2147570]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034235","ENSMUSG00000034235","Usp54","ubiquitin specific peptidase 54 [Source:MGI Symbol;Acc:MGI:1926037]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026872","ENSMUSG00000026872","Zeb2","zinc finger E-box binding homeobox 2 [Source:MGI Symbol;Acc:MGI:1344407]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033237","ENSMUSG00000033237","Arid2","AT rich interactive domain 2 (ARID, RFX-like) [Source:MGI Symbol;Acc:MGI:1924294]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033253","ENSMUSG00000033253","Szt2","SZT2 subunit of KICSTOR complex [Source:MGI Symbol;Acc:MGI:3033336]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032860","ENSMUSG00000032860","P2ry2","purinergic receptor P2Y, G-protein coupled 2 [Source:MGI Symbol;Acc:MGI:105107]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000071660","ENSMUSG00000071660","Ttc9c","tetratricopeptide repeat domain 9C [Source:MGI Symbol;Acc:MGI:1917637]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062627","ENSMUSG00000062627","Mysm1","myb-like, SWIRM and MPN domains 1 [Source:MGI Symbol;Acc:MGI:2444584]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042203","ENSMUSG00000042203","Tbc1d22b","TBC1 domain family, member 22B [Source:MGI Symbol;Acc:MGI:2681867]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001844","ENSMUSG00000001844","Zdhhc4","zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027710","ENSMUSG00000027710","Acad9","acyl-Coenzyme A dehydrogenase family, member 9 [Source:MGI Symbol;Acc:MGI:1914272]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046330","ENSMUSG00000046330","Rpl37a","ribosomal protein L37a [Source:MGI Symbol;Acc:MGI:98068]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001774","ENSMUSG00000001774","Chordc1","cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 [Source:MGI Symbol;Acc:MGI:1914167]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051495","ENSMUSG00000051495","Irf2bp2","interferon regulatory factor 2 binding protein 2 [Source:MGI Symbol;Acc:MGI:2443921]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051331","ENSMUSG00000051331","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:MGI Symbol;Acc:MGI:103013]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043943","ENSMUSG00000043943","Naalad2","N-acetylated alpha-linked acidic dipeptidase 2 [Source:MGI Symbol;Acc:MGI:1919810]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024378","ENSMUSG00000024378","Stard4","StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024068","ENSMUSG00000024068","Spast","spastin [Source:MGI Symbol;Acc:MGI:1858896]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027360","ENSMUSG00000027360","Hdc","histidine decarboxylase [Source:MGI Symbol;Acc:MGI:96062]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000005656","ENSMUSG00000005656","Snx6","sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000095115","ENSMUSG00000095115","Itpripl2","inositol 1,4,5-triphosphate receptor interacting protein-like 2 [Source:MGI Symbol;Acc:MGI:2442416]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021500","ENSMUSG00000021500","Ddx46","DEAD box helicase 46 [Source:MGI Symbol;Acc:MGI:1920895]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062234","ENSMUSG00000062234","Gak","cyclin G associated kinase [Source:MGI Symbol;Acc:MGI:2442153]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024805","ENSMUSG00000024805","Pcgf5","polycomb group ring finger 5 [Source:MGI Symbol;Acc:MGI:1923505]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031984","ENSMUSG00000031984","2810004N23Rik","RIKEN cDNA 2810004N23 gene [Source:MGI Symbol;Acc:MGI:1913773]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025959","ENSMUSG00000025959","Klf7","Kruppel-like transcription factor 7 (ubiquitous) [Source:MGI Symbol;Acc:MGI:1935151]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032348","ENSMUSG00000032348","Gsta4","glutathione S-transferase, alpha 4 [Source:MGI Symbol;Acc:MGI:1309515]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024639","ENSMUSG00000024639","Gnaq","guanine nucleotide binding protein, alpha q polypeptide [Source:MGI Symbol;Acc:MGI:95776]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022415","ENSMUSG00000022415","Syngr1","synaptogyrin 1 [Source:MGI Symbol;Acc:MGI:1328323]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026457","ENSMUSG00000026457","Adipor1","adiponectin receptor 1 [Source:MGI Symbol;Acc:MGI:1919924]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032123","ENSMUSG00000032123","Dpagt1","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:MGI Symbol;Acc:MGI:1196396]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041797","ENSMUSG00000041797","Abca9","ATP-binding cassette, sub-family A (ABC1), member 9 [Source:MGI Symbol;Acc:MGI:2386796]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024589","ENSMUSG00000024589","Nedd4l","neural precursor cell expressed, developmentally down-regulated gene 4-like [Source:MGI Symbol;Acc:MGI:1933754]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046722","ENSMUSG00000046722","Cdc42se1","CDC42 small effector 1 [Source:MGI Symbol;Acc:MGI:1889510]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027649","ENSMUSG00000027649","Ctnnbl1","catenin, beta like 1 [Source:MGI Symbol;Acc:MGI:1913892]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056919","ENSMUSG00000056919","Cep162","centrosomal protein 162 [Source:MGI Symbol;Acc:MGI:1925343]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025917","ENSMUSG00000025917","Cops5","COP9 signalosome subunit 5 [Source:MGI Symbol;Acc:MGI:1349415]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000007603","ENSMUSG00000007603","Dus3l","dihydrouridine synthase 3-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2147092]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041734","ENSMUSG00000041734","Kirrel","kirre like nephrin family adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1891396]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030979","ENSMUSG00000030979","Uros","uroporphyrinogen III synthase [Source:MGI Symbol;Acc:MGI:98917]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030682","ENSMUSG00000030682","Cdipt","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) [Source:MGI Symbol;Acc:MGI:105491]","ARRAYEXPRESS,ENSG"
