"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000036779","ENSMUSG00000036779","Tent4b","terminal nucleotidyltransferase 4B [Source:MGI Symbol;Acc:MGI:1917820]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031959","ENSMUSG00000031959","Wdr59","WD repeat domain 59 [Source:MGI Symbol;Acc:MGI:2442115]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022765","ENSMUSG00000022765","Snap29","synaptosomal-associated protein 29 [Source:MGI Symbol;Acc:MGI:1914724]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004849","ENSMUSG00000004849","Ap1s1","adaptor protein complex AP-1, sigma 1 [Source:MGI Symbol;Acc:MGI:1098244]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000007817","ENSMUSG00000007817","Zmiz1","zinc finger, MIZ-type containing 1 [Source:MGI Symbol;Acc:MGI:3040693]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038400","ENSMUSG00000038400","Pmepa1","prostate transmembrane protein, androgen induced 1 [Source:MGI Symbol;Acc:MGI:1929600]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000003808","ENSMUSG00000003808","Farsa","phenylalanyl-tRNA synthetase, alpha subunit [Source:MGI Symbol;Acc:MGI:1913840]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024151","ENSMUSG00000024151","Msh2","mutS homolog 2 [Source:MGI Symbol;Acc:MGI:101816]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022095","ENSMUSG00000022095","Fhip2b","FHF complex subunit HOOK interacting protein 2B [Source:MGI Symbol;Acc:MGI:3036290]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032540","ENSMUSG00000032540","Abhd5","abhydrolase domain containing 5 [Source:MGI Symbol;Acc:MGI:1914719]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030871","ENSMUSG00000030871","Ears2","glutamyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1914667]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023021","ENSMUSG00000023021","Cers5","ceramide synthase 5 [Source:MGI Symbol;Acc:MGI:1919199]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040563","ENSMUSG00000040563","Plppr2","phospholipid phosphatase related 2 [Source:MGI Symbol;Acc:MGI:2384575]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026185","ENSMUSG00000026185","Igfbp5","insulin-like growth factor binding protein 5 [Source:MGI Symbol;Acc:MGI:96440]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024246","ENSMUSG00000024246","Thumpd2","THUMP domain containing 2 [Source:MGI Symbol;Acc:MGI:1919417]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033931","ENSMUSG00000033931","Rbm34","RNA binding motif protein 34 [Source:MGI Symbol;Acc:MGI:1098653]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024197","ENSMUSG00000024197","Plin3","perilipin 3 [Source:MGI Symbol;Acc:MGI:1914155]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030034","ENSMUSG00000030034","Ino80b","INO80 complex subunit B [Source:MGI Symbol;Acc:MGI:1917270]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021573","ENSMUSG00000021573","Tppp","tubulin polymerization promoting protein [Source:MGI Symbol;Acc:MGI:1920198]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027887","ENSMUSG00000027887","Sypl2","synaptophysin-like 2 [Source:MGI Symbol;Acc:MGI:1328311]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049091","ENSMUSG00000049091","Sephs2","selenophosphate synthetase 2 [Source:MGI Symbol;Acc:MGI:108388]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019837","ENSMUSG00000019837","Gtf3c6","general transcription factor IIIC, polypeptide 6, alpha [Source:MGI Symbol;Acc:MGI:1914621]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025782","ENSMUSG00000025782","Taf3","TATA-box binding protein associated factor 3 [Source:MGI Symbol;Acc:MGI:2388097]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041881","ENSMUSG00000041881","Ndufa7","NADH:ubiquinone oxidoreductase subunit A7 [Source:MGI Symbol;Acc:MGI:1913666]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052459","ENSMUSG00000052459","Atp6v1a","ATPase, H+ transporting, lysosomal V1 subunit A [Source:MGI Symbol;Acc:MGI:1201780]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001089","ENSMUSG00000001089","Luzp1","leucine zipper protein 1 [Source:MGI Symbol;Acc:MGI:107629]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046139","ENSMUSG00000046139","Patl1","protein associated with topoisomerase II homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:2147679]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033099","ENSMUSG00000033099","Nol12","nucleolar protein 12 [Source:MGI Symbol;Acc:MGI:2146285]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024785","ENSMUSG00000024785","Rcl1","RNA terminal phosphate cyclase-like 1 [Source:MGI Symbol;Acc:MGI:1913275]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117814","ENSMUSG00000117814","Gm50431","predicted gene, 50431 [Source:MGI Symbol;Acc:MGI:6303362]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038534","ENSMUSG00000038534","Osbpl7","oxysterol binding protein-like 7 [Source:MGI Symbol;Acc:MGI:1918490]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000016344","ENSMUSG00000016344","Ppdpf","pancreatic progenitor cell differentiation and proliferation factor [Source:MGI Symbol;Acc:MGI:1913746]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002996","ENSMUSG00000002996","Hbp1","high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034218","ENSMUSG00000034218","Atm","ataxia telangiectasia mutated [Source:MGI Symbol;Acc:MGI:107202]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029840","ENSMUSG00000029840","Mtpn","myotrophin [Source:MGI Symbol;Acc:MGI:99445]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022498","ENSMUSG00000022498","Txndc11","thioredoxin domain containing 11 [Source:MGI Symbol;Acc:MGI:1923620]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058690","ENSMUSG00000058690","Ccser2","coiled-coil serine rich 2 [Source:MGI Symbol;Acc:MGI:101859]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022204","ENSMUSG00000022204","Ngdn","neuroguidin, EIF4E binding protein [Source:MGI Symbol;Acc:MGI:1916216]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000012640","ENSMUSG00000012640","Zfp715","zinc finger protein 715 [Source:MGI Symbol;Acc:MGI:1917180]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035614","ENSMUSG00000035614","Togaram1","TOG array regulator of axonemal microtubules 1 [Source:MGI Symbol;Acc:MGI:2684313]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022554","ENSMUSG00000022554","Hgh1","HGH1 homolog [Source:MGI Symbol;Acc:MGI:1930628]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035342","ENSMUSG00000035342","Lzts2","leucine zipper, putative tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:2385095]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021704","ENSMUSG00000021704","Mtx3","metaxin 3 [Source:MGI Symbol;Acc:MGI:2686040]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032353","ENSMUSG00000032353","Tmed3","transmembrane p24 trafficking protein 3 [Source:MGI Symbol;Acc:MGI:1913361]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000070923","ENSMUSG00000070923","Klhl9","kelch-like 9 [Source:MGI Symbol;Acc:MGI:2180122]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027285","ENSMUSG00000027285","Haus2","HAUS augmin-like complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1913546]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032463","ENSMUSG00000032463","Faim","Fas apoptotic inhibitory molecule [Source:MGI Symbol;Acc:MGI:1344387]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033106","ENSMUSG00000033106","Slc7a6os","solute carrier family 7, member 6 opposite strand [Source:MGI Symbol;Acc:MGI:1916951]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020422","ENSMUSG00000020422","Tns3","tensin 3 [Source:MGI Symbol;Acc:MGI:2443012]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020680","ENSMUSG00000020680","Taf15","TATA-box binding protein associated factor 15 [Source:MGI Symbol;Acc:MGI:1917689]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001175","ENSMUSG00000001175","Calm1","calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050017","ENSMUSG00000050017","Pitpnb","phosphatidylinositol transfer protein, beta [Source:MGI Symbol;Acc:MGI:1927542]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020430","ENSMUSG00000020430","Pes1","pescadillo ribosomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1890613]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000016477","ENSMUSG00000016477","E2f3","E2F transcription factor 3 [Source:MGI Symbol;Acc:MGI:1096340]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037111","ENSMUSG00000037111","Setd7","SET domain containing (lysine methyltransferase) 7 [Source:MGI Symbol;Acc:MGI:1920501]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039956","ENSMUSG00000039956","Mrap","melanocortin 2 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1924287]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009905","ENSMUSG00000009905","Kdsr","3-ketodihydrosphingosine reductase [Source:MGI Symbol;Acc:MGI:1918000]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034292","ENSMUSG00000034292","Traf3ip1","TRAF3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921269]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001729","ENSMUSG00000001729","Akt1","thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028382","ENSMUSG00000028382","Ptbp3","polypyrimidine tract binding protein 3 [Source:MGI Symbol;Acc:MGI:1923334]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037646","ENSMUSG00000037646","Vps13b","vacuolar protein sorting 13B [Source:MGI Symbol;Acc:MGI:1916380]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000016194","ENSMUSG00000016194","Hsd11b1","hydroxysteroid 11-beta dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:103562]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053510","ENSMUSG00000053510","Nrdc","nardilysin convertase [Source:MGI Symbol;Acc:MGI:1201386]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045302","ENSMUSG00000045302","Preb","prolactin regulatory element binding [Source:MGI Symbol;Acc:MGI:1355326]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036180","ENSMUSG00000036180","Gatad2a","GATA zinc finger domain containing 2A [Source:MGI Symbol;Acc:MGI:2384585]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041592","ENSMUSG00000041592","Sdk2","sidekick cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2443847]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036570","ENSMUSG00000036570","Fxyd1","FXYD domain-containing ion transport regulator 1 [Source:MGI Symbol;Acc:MGI:1889273]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019960","ENSMUSG00000019960","Dusp6","dual specificity phosphatase 6 [Source:MGI Symbol;Acc:MGI:1914853]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048924","ENSMUSG00000048924","Ccdc125","coiled-coil domain containing 125 [Source:MGI Symbol;Acc:MGI:1923291]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032504","ENSMUSG00000032504","Pdcd6ip","programmed cell death 6 interacting protein [Source:MGI Symbol;Acc:MGI:1333753]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020720","ENSMUSG00000020720","Psmd12","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12 [Source:MGI Symbol;Acc:MGI:1914247]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020697","ENSMUSG00000020697","Lig3","ligase III, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:109152]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020315","ENSMUSG00000020315","Sptbn1","spectrin beta, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98388]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000005262","ENSMUSG00000005262","Ufd1","ubiquitin recognition factor in ER-associated degradation 1 [Source:MGI Symbol;Acc:MGI:109353]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042272","ENSMUSG00000042272","Sestd1","SEC14 and spectrin domains 1 [Source:MGI Symbol;Acc:MGI:1916262]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024251","ENSMUSG00000024251","Thada","thyroid adenoma associated [Source:MGI Symbol;Acc:MGI:3039623]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032609","ENSMUSG00000032609","Klhdc8b","kelch domain containing 8B [Source:MGI Symbol;Acc:MGI:1925517]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056493","ENSMUSG00000056493","Foxk1","forkhead box K1 [Source:MGI Symbol;Acc:MGI:1347488]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038535","ENSMUSG00000038535","Zfp280d","zinc finger protein 280D [Source:MGI Symbol;Acc:MGI:2384583]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042535","ENSMUSG00000042535","Gtpbp1","GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:109443]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063455","ENSMUSG00000063455","D630045J12Rik","RIKEN cDNA D630045J12 gene [Source:MGI Symbol;Acc:MGI:2669829]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030826","ENSMUSG00000030826","Bcat2","branched chain aminotransferase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1276534]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051359","ENSMUSG00000051359","Ncald","neurocalcin delta [Source:MGI Symbol;Acc:MGI:1196326]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029141","ENSMUSG00000029141","Slc4a1ap","solute carrier family 4 (anion exchanger), member 1, adaptor protein [Source:MGI Symbol;Acc:MGI:1196608]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000066415","ENSMUSG00000066415","Msl2","MSL complex subunit 2 [Source:MGI Symbol;Acc:MGI:1925103]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021109","ENSMUSG00000021109","Hif1a","hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000007035","ENSMUSG00000007035","Msh5","mutS homolog 5 [Source:MGI Symbol;Acc:MGI:1329021]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030917","ENSMUSG00000030917","Ldaf1","lipid droplet assembly factor 1 [Source:MGI Symbol;Acc:MGI:1925752]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028809","ENSMUSG00000028809","Srrm1","serine/arginine repetitive matrix 1 [Source:MGI Symbol;Acc:MGI:1858303]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039157","ENSMUSG00000039157","Eeig1","estrogen-induced osteoclastogenesis regulator 1 [Source:MGI Symbol;Acc:MGI:2138935]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000058","ENSMUSG00000000058","Cav2","caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078348","ENSMUSG00000078348","Sf3b5","splicing factor 3b, subunit 5 [Source:MGI Symbol;Acc:MGI:1913375]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025066","ENSMUSG00000025066","Sfr1","SWI5 dependent recombination repair 1 [Source:MGI Symbol;Acc:MGI:1915038]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033308","ENSMUSG00000033308","Dpyd","dihydropyrimidine dehydrogenase [Source:MGI Symbol;Acc:MGI:2139667]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020349","ENSMUSG00000020349","Ppp2ca","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:1321159]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044813","ENSMUSG00000044813","Shb","src homology 2 domain-containing transforming protein B [Source:MGI Symbol;Acc:MGI:98294]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040359","ENSMUSG00000040359","Ufl1","UFM1 specific ligase 1 [Source:MGI Symbol;Acc:MGI:1914740]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036885","ENSMUSG00000036885","Arhgef26","Rho guanine nucleotide exchange factor (GEF) 26 [Source:MGI Symbol;Acc:MGI:1918053]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065979","ENSMUSG00000065979","Cpped1","calcineurin-like phosphoesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:2443300]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022641","ENSMUSG00000022641","Bbx","bobby sox HMG box containing [Source:MGI Symbol;Acc:MGI:1917758]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024193","ENSMUSG00000024193","Phf1","PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027358","ENSMUSG00000027358","Bmp2","bone morphogenetic protein 2 [Source:MGI Symbol;Acc:MGI:88177]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022337","ENSMUSG00000022337","Emc2","ER membrane protein complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913986]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040396","ENSMUSG00000040396","Abhd13","abhydrolase domain containing 13 [Source:MGI Symbol;Acc:MGI:1916154]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022332","ENSMUSG00000022332","Khdrbs3","KH domain containing, RNA binding, signal transduction associated 3 [Source:MGI Symbol;Acc:MGI:1313312]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026618","ENSMUSG00000026618","Iars2","isoleucine-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1919586]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021275","ENSMUSG00000021275","Tecpr2","tectonin beta-propeller repeat containing 2 [Source:MGI Symbol;Acc:MGI:2144865]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022091","ENSMUSG00000022091","Sorbs3","sorbin and SH3 domain containing 3 [Source:MGI Symbol;Acc:MGI:700013]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028099","ENSMUSG00000028099","Polr3c","polymerase (RNA) III (DNA directed) polypeptide C [Source:MGI Symbol;Acc:MGI:1921664]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031931","ENSMUSG00000031931","Ankrd49","ankyrin repeat domain 49 [Source:MGI Symbol;Acc:MGI:1930842]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064105","ENSMUSG00000064105","Cnnm2","cyclin M2 [Source:MGI Symbol;Acc:MGI:2151054]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030556","ENSMUSG00000030556","Lrrc28","leucine rich repeat containing 28 [Source:MGI Symbol;Acc:MGI:1915689]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055239","ENSMUSG00000055239","Kcmf1","potassium channel modulatory factor 1 [Source:MGI Symbol;Acc:MGI:1921537]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029250","ENSMUSG00000029250","Polr2b","polymerase (RNA) II (DNA directed) polypeptide B [Source:MGI Symbol;Acc:MGI:2388280]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021615","ENSMUSG00000021615","Xrcc4","X-ray repair complementing defective repair in Chinese hamster cells 4 [Source:MGI Symbol;Acc:MGI:1333799]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024304","ENSMUSG00000024304","Cdh2","cadherin 2 [Source:MGI Symbol;Acc:MGI:88355]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037730","ENSMUSG00000037730","Mynn","myoneurin [Source:MGI Symbol;Acc:MGI:1931415]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033377","ENSMUSG00000033377","Palmd","palmdelphin [Source:MGI Symbol;Acc:MGI:2148896]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021592","ENSMUSG00000021592","Arsk","arylsulfatase K [Source:MGI Symbol;Acc:MGI:1924291]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027956","ENSMUSG00000027956","Tmem144","transmembrane protein 144 [Source:MGI Symbol;Acc:MGI:1917902]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021932","ENSMUSG00000021932","Rnaseh2b","ribonuclease H2, subunit B [Source:MGI Symbol;Acc:MGI:1914403]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030748","ENSMUSG00000030748","Il4ra","interleukin 4 receptor, alpha [Source:MGI Symbol;Acc:MGI:105367]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040620","ENSMUSG00000040620","Dhx33","DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:MGI Symbol;Acc:MGI:2445102]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034951","ENSMUSG00000034951","Cog7","component of oligomeric golgi complex 7 [Source:MGI Symbol;Acc:MGI:2685013]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038056","ENSMUSG00000038056","Kmt2c","lysine (K)-specific methyltransferase 2C [Source:MGI Symbol;Acc:MGI:2444959]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054612","ENSMUSG00000054612","Mgmt","O-6-methylguanine-DNA methyltransferase [Source:MGI Symbol;Acc:MGI:96977]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015843","ENSMUSG00000015843","Rxrg","retinoid X receptor gamma [Source:MGI Symbol;Acc:MGI:98216]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055737","ENSMUSG00000055737","Ghr","growth hormone receptor [Source:MGI Symbol;Acc:MGI:95708]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000013698","ENSMUSG00000013698","Pea15a","proliferation and apoptosis adaptor protein 15A [Source:MGI Symbol;Acc:MGI:104799]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032014","ENSMUSG00000032014","Oaf","out at first homolog [Source:MGI Symbol;Acc:MGI:94852]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004633","ENSMUSG00000004633","Chn2","chimerin 2 [Source:MGI Symbol;Acc:MGI:1917243]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009376","ENSMUSG00000009376","Met","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042590","ENSMUSG00000042590","Ipo11","importin 11 [Source:MGI Symbol;Acc:MGI:2442377]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043067","ENSMUSG00000043067","Dpy19l1","dpy-19-like 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1915685]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049562","ENSMUSG00000049562","Ap5b1","adaptor-related protein complex 5, beta 1 subunit [Source:MGI Symbol;Acc:MGI:2685808]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040740","ENSMUSG00000040740","Slc25a34","solute carrier family 25, member 34 [Source:MGI Symbol;Acc:MGI:2686215]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029309","ENSMUSG00000029309","Sparcl1","SPARC-like 1 [Source:MGI Symbol;Acc:MGI:108110]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031530","ENSMUSG00000031530","Dusp4","dual specificity phosphatase 4 [Source:MGI Symbol;Acc:MGI:2442191]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018909","ENSMUSG00000018909","Arrb1","arrestin, beta 1 [Source:MGI Symbol;Acc:MGI:99473]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000017999","ENSMUSG00000017999","Ddx27","DEAD box helicase 27 [Source:MGI Symbol;Acc:MGI:2385884]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026094","ENSMUSG00000026094","Stk17b","serine/threonine kinase 17b (apoptosis-inducing) [Source:MGI Symbol;Acc:MGI:2138162]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037999","ENSMUSG00000037999","Arap2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2684416]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031843","ENSMUSG00000031843","Mphosph6","M phase phosphoprotein 6 [Source:MGI Symbol;Acc:MGI:1915783]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038578","ENSMUSG00000038578","Susd1","sushi domain containing 1 [Source:MGI Symbol;Acc:MGI:3651543]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002307","ENSMUSG00000002307","Daxx","Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021411","ENSMUSG00000021411","Pxdc1","PX domain containing 1 [Source:MGI Symbol;Acc:MGI:1914145]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032010","ENSMUSG00000032010","Usp2","ubiquitin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1858178]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041625","ENSMUSG00000041625","Ggact","gamma-glutamylamine cyclotransferase [Source:MGI Symbol;Acc:MGI:2385008]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052299","ENSMUSG00000052299","Ltn1","listerin E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1926163]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002949","ENSMUSG00000002949","Timm44","translocase of inner mitochondrial membrane 44 [Source:MGI Symbol;Acc:MGI:1343262]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043885","ENSMUSG00000043885","Slc36a4","solute carrier family 36 (proton/amino acid symporter), member 4 [Source:MGI Symbol;Acc:MGI:2442595]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051451","ENSMUSG00000051451","Crebzf","CREB/ATF bZIP transcription factor [Source:MGI Symbol;Acc:MGI:2675296]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024026","ENSMUSG00000024026","Glo1","glyoxalase 1 [Source:MGI Symbol;Acc:MGI:95742]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032601","ENSMUSG00000032601","Prkar2a","protein kinase, cAMP dependent regulatory, type II alpha [Source:MGI Symbol;Acc:MGI:108025]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021501","ENSMUSG00000021501","Caml","calcium modulating ligand [Source:MGI Symbol;Acc:MGI:104728]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022964","ENSMUSG00000022964","Tmem50b","transmembrane protein 50B [Source:MGI Symbol;Acc:MGI:1925225]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033416","ENSMUSG00000033416","Gucd1","guanylyl cyclase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916028]","ARRAYEXPRESS,ENSG"
